,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,YearlyIncome,Attrition
1355,100032,46.0,Travel_Rarely,488.0,Sales,2.0,3.0,Technical Degree,1.0,3.0,Female,75.0,1.0,4.0,Manager,2.0,Married,16872.0,14977.0,3.0,Y,Yes,12.0,3.0,2.0,80.0,1.0,28.0,2.0,2.0,7.0,7.0,7.0,7.0,202464.0,
1356,100033,53.0,Travel_Rarely,1223.0,Research & Development,7.0,2.0,Medical,1.0,4.0,Female,50.0,3.0,5.0,Manager,3.0,Divorced,18606.0,18640.0,3.0,Y,No,18.0,3.0,2.0,80.0,1.0,26.0,6.0,3.0,7.0,7.0,4.0,7.0,223272.0,
1357,100034,26.0,Travel_Rarely,950.0,Sales,4.0,4.0,Marketing,1.0,4.0,Male,48.0,2.0,2.0,Sales Executive,4.0,Single,5828.0,8450.0,1.0,Y,Yes,12.0,3.0,2.0,80.0,0.0,8.0,0.0,3.0,8.0,7.0,7.0,4.0,69936.0,
1358,100035,29.0,Travel_Frequently,459.0,Research & Development,24.0,2.0,Life Sciences,1.0,4.0,Male,73.0,2.0,1.0,Research Scientist,4.0,Single,2439.0,14753.0,1.0,Y,Yes,24.0,4.0,2.0,80.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,29268.0,
1359,100036,38.0,Travel_Frequently,1394.0,Research & Development,8.0,3.0,Medical,1.0,4.0,Female,58.0,2.0,2.0,Research Scientist,2.0,Divorced,2133.0,18115.0,1.0,Y,Yes,16.0,3.0,3.0,80.0,1.0,20.0,3.0,3.0,20.0,11.0,0.0,7.0,25596.0,
1360,100037,35.0,Travel_Rarely,670.0,Research & Development,10.0,4.0,Medical,1.0,1.0,Female,51.0,3.0,2.0,Healthcare Representative,3.0,Single,6142.0,4223.0,3.0,Y,Yes,16.0,3.0,3.0,80.0,0.0,10.0,4.0,3.0,5.0,2.0,0.0,4.0,73704.0,
1361,100038,49.0,Travel_Rarely,464.0,Research & Development,16.0,3.0,Medical,1.0,4.0,Female,74.0,3.0,1.0,Laboratory Technician,1.0,Divorced,2587.0,24941.0,4.0,Y,Yes,16.0,3.0,2.0,80.0,1.0,17.0,2.0,2.0,2.0,2.0,2.0,2.0,31044.0,
1362,100039,45.0,Travel_Rarely,556.0,Research & Development,25.0,2.0,Life Sciences,1.0,2.0,Female,93.0,2.0,2.0,Manufacturing Director,4.0,Married,5906.0,23888.0,0.0,Y,No,13.0,3.0,4.0,80.0,2.0,10.0,2.0,2.0,9.0,8.0,3.0,8.0,70872.0,
1363,100040,42.0,Travel_Rarely,1147.0,Human Resources,10.0,3.0,Human Resources,1.0,3.0,Female,31.0,3.0,4.0,Manager,1.0,Married,16799.0,16616.0,0.0,Y,No,14.0,3.0,3.0,80.0,1.0,21.0,5.0,3.0,20.0,7.0,0.0,9.0,201588.0,
1364,100041,33.0,Travel_Frequently,1392.0,Research & Development,3.0,4.0,Life Sciences,1.0,4.0,Female,56.0,3.0,1.0,Research Scientist,3.0,Married,2909.0,23159.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,8.0,3.0,3.0,8.0,7.0,3.0,0.0,34908.0,
1365,100042,41.0,Travel_Rarely,642.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Male,76.0,3.0,1.0,Research Scientist,4.0,Married,2782.0,21412.0,3.0,Y,No,22.0,4.0,1.0,80.0,1.0,12.0,3.0,3.0,5.0,3.0,1.0,0.0,33384.0,
1366,100043,28.0,Travel_Frequently,773.0,Research & Development,6.0,3.0,Life Sciences,1.0,3.0,Male,39.0,2.0,1.0,Research Scientist,3.0,Divorced,2703.0,22088.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,2.0,32436.0,
1367,100044,25.0,Travel_Rarely,383.0,Sales,9.0,2.0,Life Sciences,1.0,1.0,Male,68.0,2.0,1.0,Sales Representative,1.0,Married,4400.0,15182.0,3.0,Y,No,12.0,3.0,1.0,80.0,0.0,6.0,2.0,3.0,3.0,2.0,2.0,2.0,52800.0,
1368,100045,28.0,Travel_Rarely,1434.0,Research & Development,5.0,4.0,Technical Degree,1.0,3.0,Male,50.0,3.0,1.0,Laboratory Technician,3.0,Single,3441.0,11179.0,1.0,Y,Yes,13.0,3.0,3.0,80.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,41292.0,
1369,100046,36.0,Non-Travel,1229.0,Sales,8.0,4.0,Technical Degree,1.0,1.0,Male,84.0,3.0,2.0,Sales Executive,4.0,Divorced,5079.0,25952.0,4.0,Y,No,13.0,3.0,4.0,80.0,2.0,12.0,3.0,3.0,7.0,7.0,0.0,7.0,60948.0,
1370,100047,48.0,Travel_Rarely,715.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Male,76.0,2.0,5.0,Research Director,4.0,Single,18265.0,8733.0,6.0,Y,No,12.0,3.0,3.0,80.0,0.0,25.0,3.0,4.0,1.0,0.0,0.0,0.0,219180.0,
1371,100048,30.0,Non-Travel,1400.0,Research & Development,3.0,3.0,Life Sciences,1.0,3.0,Male,53.0,3.0,1.0,Laboratory Technician,4.0,Married,2097.0,16734.0,4.0,Y,No,15.0,3.0,3.0,80.0,1.0,9.0,3.0,1.0,5.0,3.0,1.0,4.0,25164.0,
1372,100049,29.0,Travel_Rarely,942.0,Research & Development,15.0,1.0,Life Sciences,1.0,2.0,Female,69.0,1.0,1.0,Research Scientist,4.0,Married,2168.0,26933.0,0.0,Y,Yes,18.0,3.0,1.0,80.0,1.0,6.0,2.0,2.0,5.0,4.0,1.0,3.0,26016.0,
1373,100050,49.0,Travel_Rarely,1313.0,Sales,11.0,4.0,Marketing,1.0,4.0,Female,80.0,3.0,2.0,Sales Executive,4.0,Single,4507.0,8191.0,3.0,Y,No,12.0,3.0,3.0,80.0,0.0,8.0,1.0,4.0,5.0,1.0,0.0,4.0,54084.0,
1374,100051,51.0,Travel_Rarely,313.0,Research & Development,3.0,3.0,Medical,1.0,4.0,Female,98.0,3.0,4.0,Healthcare Representative,2.0,Single,13734.0,7192.0,3.0,Y,No,18.0,3.0,3.0,80.0,0.0,21.0,6.0,3.0,7.0,7.0,1.0,0.0,164808.0,
1375,100052,42.0,Travel_Rarely,300.0,Research & Development,2.0,3.0,Life Sciences,1.0,1.0,Male,56.0,3.0,5.0,Manager,3.0,Married,18880.0,17312.0,5.0,Y,No,11.0,3.0,1.0,80.0,0.0,24.0,2.0,2.0,22.0,6.0,4.0,14.0,226560.0,
1376,100053,23.0,Travel_Rarely,977.0,Research & Development,10.0,3.0,Technical Degree,1.0,4.0,Male,45.0,4.0,1.0,Research Scientist,3.0,Married,2073.0,12826.0,2.0,Y,No,16.0,3.0,4.0,80.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,24876.0,
1377,100054,32.0,Travel_Rarely,374.0,Research & Development,25.0,4.0,Life Sciences,1.0,1.0,Male,87.0,3.0,1.0,Laboratory Technician,4.0,Single,2795.0,18016.0,1.0,Y,Yes,24.0,4.0,3.0,80.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,33540.0,
1378,100055,53.0,Travel_Rarely,238.0,Sales,1.0,1.0,Medical,1.0,4.0,Female,34.0,3.0,2.0,Sales Executive,1.0,Single,8381.0,7507.0,7.0,Y,No,20.0,4.0,4.0,80.0,0.0,18.0,2.0,4.0,14.0,7.0,8.0,10.0,100572.0,
1379,100056,31.0,Travel_Rarely,1003.0,Sales,5.0,3.0,Technical Degree,1.0,1.0,Male,51.0,3.0,2.0,Sales Executive,3.0,Married,8346.0,20943.0,1.0,Y,No,19.0,3.0,3.0,80.0,1.0,6.0,3.0,3.0,5.0,2.0,0.0,2.0,100152.0,
1380,100057,28.0,Travel_Rarely,760.0,Sales,2.0,4.0,Marketing,1.0,2.0,Female,81.0,3.0,2.0,Sales Executive,2.0,Married,4779.0,3698.0,1.0,Y,Yes,20.0,4.0,1.0,80.0,0.0,8.0,2.0,3.0,8.0,7.0,7.0,5.0,57348.0,
1381,100058,27.0,Travel_Rarely,1302.0,Research & Development,19.0,3.0,Other,1.0,4.0,Male,67.0,2.0,1.0,Laboratory Technician,1.0,Divorced,4066.0,16290.0,1.0,Y,No,11.0,3.0,1.0,80.0,2.0,7.0,3.0,3.0,7.0,7.0,0.0,7.0,48792.0,
1382,100059,33.0,Travel_Frequently,1111.0,Sales,5.0,1.0,Life Sciences,1.0,2.0,Male,61.0,3.0,2.0,Sales Executive,4.0,Married,9998.0,19293.0,6.0,Y,No,13.0,3.0,1.0,80.0,0.0,8.0,2.0,4.0,5.0,4.0,1.0,2.0,119976.0,
1383,100060,47.0,Travel_Frequently,719.0,Sales,27.0,2.0,Life Sciences,1.0,2.0,Female,77.0,4.0,2.0,Sales Executive,3.0,Single,6397.0,10339.0,4.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,8.0,2.0,3.0,5.0,4.0,1.0,3.0,76764.0,
1384,100061,41.0,Travel_Rarely,1356.0,Sales,20.0,2.0,Marketing,1.0,2.0,Female,70.0,3.0,1.0,Sales Representative,2.0,Single,3140.0,21728.0,1.0,Y,Yes,22.0,4.0,4.0,80.0,0.0,4.0,5.0,2.0,4.0,3.0,0.0,2.0,37680.0,
1385,100062,56.0,Travel_Rarely,1369.0,Research & Development,23.0,3.0,Life Sciences,1.0,4.0,Male,68.0,3.0,4.0,Manufacturing Director,2.0,Married,13402.0,18235.0,4.0,Y,Yes,12.0,3.0,1.0,80.0,1.0,33.0,0.0,3.0,19.0,16.0,15.0,9.0,160824.0,
1386,100063,37.0,Travel_Rarely,674.0,Research & Development,13.0,3.0,Medical,1.0,1.0,Male,47.0,3.0,2.0,Research Scientist,4.0,Married,4285.0,3031.0,1.0,Y,No,17.0,3.0,1.0,80.0,0.0,10.0,2.0,3.0,10.0,8.0,3.0,7.0,51420.0,
1387,100064,36.0,Non-Travel,301.0,Sales,15.0,4.0,Marketing,1.0,4.0,Male,88.0,1.0,2.0,Sales Executive,4.0,Divorced,5406.0,10436.0,1.0,Y,No,24.0,4.0,1.0,80.0,1.0,15.0,4.0,2.0,15.0,12.0,11.0,11.0,64872.0,
1388,100065,36.0,Travel_Rarely,363.0,Research & Development,1.0,3.0,Technical Degree,1.0,3.0,Female,77.0,1.0,3.0,Manufacturing Director,1.0,Divorced,10252.0,4235.0,2.0,Y,Yes,21.0,4.0,3.0,80.0,1.0,17.0,2.0,3.0,7.0,7.0,7.0,7.0,123024.0,
1389,100066,21.0,Travel_Rarely,546.0,Research & Development,5.0,1.0,Medical,1.0,3.0,Male,97.0,3.0,1.0,Research Scientist,4.0,Single,3117.0,26009.0,1.0,Y,No,18.0,3.0,3.0,80.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,37404.0,
1390,100067,47.0,Travel_Rarely,465.0,Research & Development,1.0,3.0,Technical Degree,1.0,1.0,Male,74.0,3.0,1.0,Research Scientist,4.0,Married,3420.0,10205.0,7.0,Y,No,12.0,3.0,3.0,80.0,1.0,17.0,2.0,2.0,6.0,5.0,1.0,2.0,41040.0,
1391,100068,31.0,Travel_Rarely,408.0,Research & Development,9.0,4.0,Life Sciences,1.0,3.0,Male,42.0,2.0,1.0,Research Scientist,2.0,Single,2657.0,7551.0,0.0,Y,Yes,16.0,3.0,4.0,80.0,0.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,31884.0,
1392,100069,42.0,Travel_Rarely,188.0,Research & Development,29.0,3.0,Medical,1.0,2.0,Male,56.0,1.0,2.0,Laboratory Technician,4.0,Single,4272.0,9558.0,4.0,Y,No,19.0,3.0,1.0,80.0,0.0,16.0,3.0,3.0,1.0,0.0,0.0,0.0,51264.0,
1393,100070,54.0,Travel_Rarely,1147.0,Sales,3.0,3.0,Marketing,1.0,4.0,Female,52.0,3.0,2.0,Sales Executive,1.0,Married,5940.0,17011.0,2.0,Y,No,14.0,3.0,4.0,80.0,1.0,16.0,4.0,3.0,6.0,2.0,0.0,5.0,71280.0,
1394,100071,49.0,Travel_Frequently,636.0,Research & Development,10.0,4.0,Life Sciences,1.0,3.0,Female,35.0,3.0,5.0,Research Director,1.0,Single,18665.0,25594.0,9.0,Y,Yes,11.0,3.0,4.0,80.0,0.0,22.0,4.0,3.0,3.0,2.0,1.0,2.0,223980.0,
1395,100072,59.0,Travel_Rarely,1324.0,Research & Development,3.0,3.0,Medical,1.0,3.0,Female,81.0,4.0,1.0,Laboratory Technician,1.0,Married,2670.0,9964.0,4.0,Y,Yes,20.0,4.0,1.0,80.0,3.0,12.0,3.0,2.0,1.0,0.0,0.0,0.0,32040.0,
1396,100073,30.0,Travel_Rarely,501.0,Sales,27.0,5.0,Marketing,1.0,3.0,Male,99.0,3.0,2.0,Sales Executive,4.0,Divorced,5304.0,25275.0,7.0,Y,No,23.0,4.0,4.0,80.0,1.0,10.0,2.0,2.0,8.0,7.0,7.0,7.0,63648.0,
1397,100074,53.0,Travel_Rarely,1395.0,Research & Development,24.0,4.0,Medical,1.0,2.0,Male,48.0,4.0,3.0,Healthcare Representative,4.0,Married,7005.0,3458.0,3.0,Y,No,15.0,3.0,3.0,80.0,0.0,11.0,2.0,3.0,4.0,3.0,1.0,2.0,84060.0,
1398,100075,46.0,Travel_Rarely,717.0,Research & Development,13.0,4.0,Life Sciences,1.0,3.0,Male,34.0,3.0,2.0,Healthcare Representative,2.0,Single,5562.0,9697.0,6.0,Y,No,14.0,3.0,4.0,80.0,0.0,19.0,3.0,3.0,10.0,7.0,0.0,9.0,66744.0,
1399,100076,31.0,Travel_Rarely,828.0,Sales,2.0,1.0,Life Sciences,1.0,2.0,Male,77.0,3.0,2.0,Sales Executive,4.0,Single,6582.0,8346.0,4.0,Y,Yes,13.0,3.0,3.0,80.0,0.0,10.0,2.0,4.0,6.0,5.0,0.0,5.0,78984.0,
1400,100077,31.0,Travel_Frequently,1060.0,Sales,1.0,3.0,Life Sciences,1.0,4.0,Female,54.0,3.0,1.0,Sales Representative,2.0,Single,2302.0,8319.0,1.0,Y,Yes,11.0,3.0,1.0,80.0,0.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,27624.0,
1401,100078,54.0,Travel_Rarely,1217.0,Research & Development,2.0,4.0,Technical Degree,1.0,1.0,Female,60.0,3.0,3.0,Research Director,3.0,Married,13549.0,24001.0,9.0,Y,No,12.0,3.0,1.0,80.0,1.0,16.0,5.0,1.0,4.0,3.0,0.0,3.0,162588.0,
1402,100079,39.0,Travel_Rarely,1132.0,Research & Development,1.0,3.0,Medical,1.0,3.0,Male,48.0,4.0,3.0,Healthcare Representative,4.0,Divorced,9613.0,10942.0,0.0,Y,No,17.0,3.0,1.0,80.0,3.0,19.0,5.0,2.0,18.0,10.0,3.0,7.0,115356.0,
1403,100080,40.0,Travel_Rarely,898.0,Human Resources,6.0,2.0,Medical,1.0,3.0,Male,38.0,3.0,4.0,Manager,4.0,Single,16437.0,17381.0,1.0,Y,Yes,21.0,4.0,4.0,80.0,0.0,21.0,2.0,3.0,21.0,7.0,7.0,7.0,197244.0,
1404,100081,31.0,Travel_Frequently,1125.0,Sales,7.0,4.0,Marketing,1.0,1.0,Female,68.0,3.0,3.0,Sales Executive,1.0,Married,9637.0,8277.0,2.0,Y,No,14.0,3.0,4.0,80.0,2.0,9.0,3.0,3.0,3.0,2.0,2.0,2.0,115644.0,
1405,100082,48.0,Travel_Rarely,163.0,Sales,2.0,5.0,Marketing,1.0,2.0,Female,37.0,3.0,2.0,Sales Executive,4.0,Married,4051.0,19658.0,2.0,Y,No,14.0,3.0,1.0,80.0,1.0,14.0,2.0,3.0,9.0,7.0,6.0,7.0,48612.0,
1406,100083,33.0,Travel_Frequently,515.0,Research & Development,1.0,2.0,Life Sciences,1.0,1.0,Female,98.0,3.0,3.0,Research Director,4.0,Single,13458.0,15146.0,1.0,Y,Yes,12.0,3.0,3.0,80.0,0.0,15.0,1.0,3.0,15.0,14.0,8.0,12.0,161496.0,
1407,100084,35.0,Travel_Frequently,138.0,Research & Development,2.0,3.0,Medical,1.0,2.0,Female,37.0,3.0,2.0,Laboratory Technician,2.0,Single,4425.0,15986.0,5.0,Y,No,11.0,3.0,4.0,80.0,0.0,10.0,5.0,3.0,6.0,2.0,1.0,2.0,53100.0,
1408,100085,33.0,Travel_Rarely,813.0,Research & Development,14.0,3.0,Medical,1.0,3.0,Male,58.0,3.0,1.0,Laboratory Technician,4.0,Married,2436.0,22149.0,5.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,8.0,2.0,1.0,5.0,4.0,0.0,4.0,29232.0,
1409,100086,50.0,Travel_Rarely,691.0,Research & Development,2.0,3.0,Medical,1.0,3.0,Male,64.0,3.0,4.0,Research Director,3.0,Married,17639.0,6881.0,5.0,Y,No,16.0,3.0,4.0,80.0,0.0,30.0,3.0,3.0,4.0,3.0,0.0,3.0,211668.0,
1410,100087,37.0,Travel_Rarely,397.0,Research & Development,7.0,4.0,Medical,1.0,1.0,Male,30.0,3.0,3.0,Research Director,3.0,Single,13664.0,25258.0,4.0,Y,No,13.0,3.0,1.0,80.0,0.0,16.0,3.0,4.0,5.0,2.0,0.0,2.0,163968.0,
1411,100088,29.0,Travel_Rarely,1401.0,Research & Development,6.0,1.0,Medical,1.0,2.0,Female,54.0,3.0,1.0,Laboratory Technician,4.0,Married,3131.0,26342.0,1.0,Y,No,13.0,3.0,1.0,80.0,1.0,10.0,5.0,3.0,10.0,8.0,0.0,8.0,37572.0,
1412,100089,36.0,Travel_Rarely,922.0,Research & Development,3.0,2.0,Life Sciences,1.0,1.0,Female,39.0,3.0,1.0,Laboratory Technician,4.0,Divorced,2835.0,2561.0,5.0,Y,No,22.0,4.0,1.0,80.0,1.0,7.0,2.0,3.0,1.0,0.0,0.0,0.0,34020.0,
1413,100090,25.0,Travel_Rarely,810.0,Sales,8.0,3.0,Life Sciences,1.0,4.0,Male,57.0,4.0,2.0,Sales Executive,2.0,Married,4851.0,15678.0,0.0,Y,No,22.0,4.0,3.0,80.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,58212.0,
1414,100091,43.0,Travel_Rarely,930.0,Research & Development,6.0,3.0,Medical,1.0,1.0,Female,73.0,2.0,2.0,Research Scientist,3.0,Single,4081.0,20003.0,1.0,Y,Yes,14.0,3.0,1.0,80.0,0.0,20.0,3.0,1.0,20.0,7.0,1.0,8.0,48972.0,
1415,100092,44.0,Travel_Rarely,935.0,Research & Development,3.0,3.0,Life Sciences,1.0,1.0,Male,89.0,3.0,1.0,Laboratory Technician,1.0,Married,2362.0,14669.0,4.0,Y,No,12.0,3.0,3.0,80.0,0.0,10.0,4.0,4.0,3.0,2.0,1.0,2.0,28344.0,
1416,100093,30.0,Travel_Frequently,1312.0,Research & Development,23.0,3.0,Life Sciences,1.0,1.0,Male,96.0,1.0,1.0,Research Scientist,3.0,Divorced,2613.0,22310.0,1.0,Y,No,25.0,4.0,3.0,80.0,3.0,10.0,2.0,2.0,10.0,7.0,0.0,9.0,31356.0,
1417,100094,35.0,Travel_Rarely,802.0,Research & Development,10.0,3.0,Other,1.0,2.0,Male,45.0,3.0,1.0,Laboratory Technician,4.0,Divorced,3917.0,9541.0,1.0,Y,No,20.0,4.0,1.0,80.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,47004.0,
1418,100095,40.0,Travel_Rarely,575.0,Sales,22.0,2.0,Marketing,1.0,3.0,Male,68.0,2.0,2.0,Sales Executive,3.0,Married,6380.0,6110.0,2.0,Y,Yes,12.0,3.0,1.0,80.0,2.0,8.0,6.0,3.0,6.0,4.0,1.0,0.0,76560.0,
1419,100096,32.0,Travel_Rarely,638.0,Research & Development,8.0,2.0,Medical,1.0,3.0,Female,91.0,4.0,2.0,Research Scientist,3.0,Married,5175.0,22162.0,5.0,Y,No,12.0,3.0,3.0,80.0,1.0,9.0,3.0,2.0,5.0,3.0,1.0,3.0,62100.0,
1420,100097,34.0,Travel_Rarely,1111.0,Sales,8.0,2.0,Life Sciences,1.0,3.0,Female,93.0,3.0,2.0,Sales Executive,1.0,Married,6500.0,13305.0,5.0,Y,No,17.0,3.0,2.0,80.0,1.0,6.0,1.0,3.0,3.0,2.0,1.0,2.0,78000.0,
1421,100098,60.0,Travel_Frequently,1499.0,Sales,28.0,3.0,Marketing,1.0,3.0,Female,80.0,2.0,3.0,Sales Executive,1.0,Married,10266.0,2845.0,4.0,Y,No,19.0,3.0,4.0,80.0,0.0,22.0,5.0,4.0,18.0,13.0,13.0,11.0,123192.0,
1422,100099,31.0,Travel_Frequently,874.0,Research & Development,15.0,3.0,Medical,1.0,3.0,Male,72.0,3.0,1.0,Laboratory Technician,3.0,Married,2610.0,6233.0,1.0,Y,No,12.0,3.0,3.0,80.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,31320.0,
1423,100100,27.0,Travel_Rarely,1103.0,Research & Development,14.0,3.0,Life Sciences,1.0,1.0,Male,42.0,3.0,1.0,Research Scientist,1.0,Married,2235.0,14377.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,2.0,9.0,3.0,2.0,9.0,7.0,6.0,8.0,26820.0,
1424,100101,38.0,Travel_Frequently,888.0,Human Resources,10.0,4.0,Human Resources,1.0,3.0,Male,71.0,3.0,2.0,Human Resources,3.0,Married,6077.0,14814.0,3.0,Y,No,11.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,6.0,3.0,1.0,2.0,72924.0,
1425,100102,34.0,Travel_Rarely,735.0,Sales,3.0,1.0,Medical,1.0,4.0,Female,75.0,2.0,2.0,Sales Executive,4.0,Married,8103.0,16495.0,3.0,Y,Yes,12.0,3.0,3.0,80.0,0.0,9.0,3.0,2.0,4.0,2.0,0.0,1.0,97236.0,
1426,100103,28.0,Travel_Rarely,1157.0,Research & Development,2.0,4.0,Medical,1.0,1.0,Male,84.0,1.0,1.0,Research Scientist,4.0,Married,3464.0,24737.0,5.0,Y,Yes,13.0,3.0,4.0,80.0,0.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,41568.0,
1427,100104,49.0,Non-Travel,1002.0,Research & Development,18.0,4.0,Life Sciences,1.0,4.0,Male,92.0,3.0,2.0,Manufacturing Director,4.0,Divorced,6804.0,23793.0,1.0,Y,Yes,15.0,3.0,1.0,80.0,2.0,7.0,0.0,3.0,7.0,7.0,1.0,7.0,81648.0,
1428,100105,51.0,Travel_Rarely,1302.0,Research & Development,2.0,3.0,Medical,1.0,4.0,Male,84.0,1.0,2.0,Manufacturing Director,2.0,Divorced,5482.0,16321.0,5.0,Y,No,18.0,3.0,4.0,80.0,1.0,13.0,3.0,3.0,4.0,1.0,1.0,2.0,65784.0,
1429,100106,38.0,Travel_Rarely,119.0,Sales,3.0,3.0,Life Sciences,1.0,1.0,Male,76.0,3.0,3.0,Sales Executive,3.0,Divorced,10609.0,9647.0,0.0,Y,No,12.0,3.0,3.0,80.0,2.0,17.0,6.0,2.0,16.0,10.0,5.0,13.0,127308.0,
1430,100107,28.0,Non-Travel,120.0,Sales,4.0,3.0,Medical,1.0,2.0,Male,43.0,3.0,2.0,Sales Executive,3.0,Married,4221.0,8863.0,1.0,Y,No,15.0,3.0,2.0,80.0,0.0,5.0,3.0,4.0,5.0,4.0,0.0,4.0,50652.0,
1431,100108,33.0,Travel_Rarely,1242.0,Sales,8.0,4.0,Life Sciences,1.0,1.0,Male,46.0,3.0,2.0,Sales Executive,1.0,Married,6392.0,10589.0,2.0,Y,No,13.0,3.0,4.0,80.0,1.0,8.0,6.0,1.0,2.0,2.0,2.0,2.0,76704.0,
1432,100109,32.0,Travel_Rarely,515.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Male,62.0,2.0,1.0,Laboratory Technician,3.0,Single,3730.0,9571.0,0.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,44760.0,
1433,100110,49.0,Travel_Rarely,1261.0,Research & Development,7.0,3.0,Other,1.0,2.0,Male,31.0,2.0,3.0,Healthcare Representative,3.0,Single,10965.0,12066.0,8.0,Y,No,24.0,4.0,3.0,80.0,0.0,26.0,2.0,3.0,5.0,2.0,0.0,0.0,131580.0,
1434,100111,37.0,Travel_Rarely,124.0,Research & Development,3.0,3.0,Other,1.0,4.0,Female,35.0,3.0,2.0,Healthcare Representative,2.0,Single,4107.0,13848.0,3.0,Y,No,15.0,3.0,1.0,80.0,0.0,8.0,3.0,2.0,4.0,3.0,0.0,1.0,49284.0,
1435,100112,26.0,Travel_Rarely,1355.0,Human Resources,25.0,1.0,Life Sciences,1.0,3.0,Female,61.0,3.0,1.0,Human Resources,3.0,Married,2942.0,8916.0,1.0,Y,No,23.0,4.0,4.0,80.0,1.0,8.0,3.0,3.0,8.0,7.0,5.0,7.0,35304.0,
1436,100113,39.0,Travel_Rarely,117.0,Research & Development,10.0,1.0,Medical,1.0,3.0,Male,99.0,3.0,4.0,Manager,1.0,Married,17068.0,5355.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,21.0,3.0,3.0,21.0,9.0,11.0,10.0,204816.0,
1437,100114,34.0,Travel_Frequently,303.0,Sales,2.0,4.0,Marketing,1.0,3.0,Female,75.0,3.0,1.0,Sales Representative,3.0,Married,2231.0,11314.0,6.0,Y,No,18.0,3.0,4.0,80.0,1.0,6.0,3.0,3.0,4.0,3.0,1.0,2.0,26772.0,
1438,100115,54.0,Travel_Rarely,584.0,Research & Development,22.0,5.0,Medical,1.0,2.0,Female,91.0,3.0,4.0,Manager,3.0,Married,17426.0,18685.0,3.0,Y,No,25.0,4.0,3.0,80.0,1.0,36.0,6.0,3.0,10.0,8.0,4.0,7.0,209112.0,
1439,100116,33.0,Travel_Rarely,501.0,Research & Development,15.0,2.0,Medical,1.0,2.0,Female,95.0,3.0,2.0,Healthcare Representative,4.0,Married,4878.0,21653.0,0.0,Y,Yes,13.0,3.0,1.0,80.0,1.0,10.0,6.0,3.0,9.0,7.0,8.0,1.0,58536.0,
1440,100117,32.0,Travel_Rarely,495.0,Research & Development,10.0,3.0,Medical,1.0,3.0,Male,64.0,3.0,3.0,Manager,4.0,Single,11244.0,21072.0,2.0,Y,No,25.0,4.0,2.0,80.0,0.0,10.0,5.0,4.0,5.0,2.0,0.0,0.0,134928.0,
1441,100118,35.0,Travel_Rarely,992.0,Research & Development,1.0,3.0,Medical,1.0,4.0,Male,68.0,2.0,1.0,Laboratory Technician,1.0,Single,2450.0,21731.0,1.0,Y,No,19.0,3.0,2.0,80.0,0.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,29400.0,
1442,100119,40.0,Non-Travel,218.0,Research & Development,8.0,1.0,Medical,1.0,4.0,Male,55.0,2.0,3.0,Research Director,2.0,Divorced,13757.0,25178.0,2.0,Y,No,11.0,3.0,3.0,80.0,1.0,16.0,5.0,3.0,9.0,8.0,4.0,8.0,165084.0,
1443,100120,34.0,Travel_Frequently,234.0,Research & Development,9.0,4.0,Life Sciences,1.0,4.0,Male,93.0,3.0,2.0,Laboratory Technician,1.0,Married,5346.0,6208.0,4.0,Y,No,17.0,3.0,3.0,80.0,1.0,11.0,3.0,2.0,7.0,1.0,0.0,7.0,64152.0,
